T_REC,HARPNUM,MEANPOT,SHRGT45,TOTPOT,USFLUX,MEANJZH,ABSNJZH,SAVNCPP,MEANALP,MEANSHR,TOTUSJZ,TOTUSJH,MEANGAM,MEANGBZ,MEANJZD,AREA_ACR,R_VALUE,MEANGBT,MEANGBH,NOAA_ARS
2022.12.05_00:12:00_TAI,8844,13436.09,49.969,1.050032e+24,4.007243e+22,-0.00196227,115.47,6562640000000,-0.00369029,46.194,50173640000000,2352.368,52.563,89.308,0.21831407,1480.498779,4.64,82.592,47.292,13153
2022.12.05_00:24:00_TAI,8844,13365.57,50.085,1.049509e+24,4.019678e+22,-0.00224435,132.702,5175191000000,-0.0042393,46.172,49454160000000,2334.902,52.538,88.846,0.17133735,1481.978394,4.649,82.15,47.036,13153
2022.12.05_00:36:00_TAI,8844,13339.1,50.158,1.050193e+24,4.022856e+22,-0.00203592,120.691,6533222000000,-0.0038579,46.129,50423700000000,2381.72,52.62,88.916,0.21572481,1486.675781,4.59,81.935,47.232,13153
2022.12.05_00:48:00_TAI,8844,13247.9,50.211,1.04801e+24,4.027814e+22,-0.00218564,130.19,6781881000000,-0.00415562,46.199,50594320000000,2383.498,52.735,88.906,0.22286317,1485.872681,4.6,81.988,47.265,13153
2022.12.05_01:00:00_TAI,8844,13246.67,50.388,1.046593e+24,4.0242e+22,-0.00206456,122.819,7548188000000,-0.00392259,46.276,50609940000000,2377.344,52.816,89.264,0.24835286,1488.451538,4.58,82.547,47.617,13153
2022.12.05_01:12:00_TAI,8844,13326.17,50.195,1.050698e+24,4.022237e+22,-0.00218754,129.868,6433754000000,-0.00415229,46.26,50543980000000,2380.244,52.661,89.552,0.21211942,1482.776611,4.549,82.911,47.875,13153
2022.12.04_23:36:00_TAI,8846,4135.787,14.079,4.340344e+23,4.996337e+22,-0.00164919,130.32,5958562000000,-0.00492988,27.761,54796960000000,2648.943,32.627,91.714,-0.14761557,1289.271118,4.282,90.118,35.436,"13156,13157,13161"
2022.12.04_23:48:00_TAI,8846,4074.478,13.726,4.290557e+23,5.012935e+22,-0.00200173,158.719,5425602000000,-0.00599064,27.513,54077050000000,2645.335,32.356,91.367,-0.13329831,1284.575684,4.275,90.053,35.229,"13156,13157,13161"
2022.12.05_00:00:00_TAI,8846,4054.07,13.624,4.268798e+23,5.001707e+22,-0.00181454,143.866,5326472000000,-0.00544377,27.432,53355410000000,2612.335,32.4,91.206,-0.13000481,1283.996948,4.273,89.784,35.011,"13156,13157,13161"
2022.12.05_00:12:00_TAI,8846,4058.539,13.95,4.304605e+23,5.00705e+22,-0.00136013,108.622,6243014000000,-0.00411862,27.575,53217330000000,2579.998,32.555,90.827,-0.15302534,1287.548828,4.252,89.514,35.009,"13156,13157,13161"
2022.12.05_00:24:00_TAI,8846,4017.016,13.886,4.288679e+23,5.016806e+22,-0.00138348,111.214,7448238000000,-0.00422491,27.573,53553150000000,2588.838,32.627,90.923,-0.18136673,1273.517456,4.252,89.622,34.957,"13156,13157,13161"
2022.12.05_00:36:00_TAI,8846,4030.883,13.559,4.291812e+23,5.013638e+22,-0.0017981,144.159,5359319000000,-0.00548738,27.432,53895810000000,2609.934,32.33,91.052,-0.12521331,1276.338257,4.202,90.015,34.943,"13156,13157,13161"
2022.12.05_00:48:00_TAI,8846,4087.85,13.497,4.277171e+23,4.96987e+22,-0.00166347,131.051,5540433000000,-0.00500831,27.357,52978380000000,2590.081,32.256,91.987,-0.13765392,1278.430176,4.248,90.74,35.012,"13156,13157,13161"
2022.12.05_01:00:00_TAI,8846,4062.263,13.558,4.257249e+23,4.962676e+22,-0.00175199,138.25,5512864000000,-0.0052998,27.336,53039420000000,2575.965,32.342,91.047,-0.12675621,1278.258301,4.225,90.123,34.922,"13156,13157,13161"
2022.12.05_01:12:00_TAI,8846,4077.144,13.787,4.289576e+23,4.940728e+22,-0.00183774,145.585,7293895000000,-0.00562294,27.511,52775870000000,2544.554,32.642,90.572,-0.18021438,1284.43457,4.252,89.683,34.833,"13156,13157,13161"
2023.03.24_07:24:00_TAI,9250,10809.11,38.205,8.962528e+23,4.076758e+22,0.00318633,198.935,3336922000000,0.00682486,40.661,68670990000000,3424.297,48.962,111.549,0.10220534,2611.814941,4.436,108.976,62.305,"13256,13257,13259"
2023.03.24_07:36:00_TAI,9250,11160.54,38.575,9.004916e+23,4.047328e+22,0.00370571,225.137,3675816000000,0.00771633,40.732,67628040000000,3425.249,49.028,112.853,0.06619363,2620.413818,4.459,110.105,63.558,"13256,13257,13259"
2023.06.14_00:36:00_TAI,9680,3576.454,15.94,3.168851e+23,4.402123e+22,0.00095348,63.612,1912847000000,0.00283324,27.29,35469870000000,1870.287,33.899,73.401,-0.05285291,1237.294067,4.521,60.042,30.936,"13335,13336,13347"
2023.06.14_00:48:00_TAI,9680,3892.274,17.148,3.436375e+23,4.377406e+22,0.00122256,81.272,2537500000000,0.00363224,28.303,36060760000000,1881.04,34.639,76.269,-0.07036162,1224.90918,4.503,60.947,31.002,"13335,13336,13347"
2023.06.14_01:00:00_TAI,9680,3528.925,15.878,3.171824e+23,4.509307e+22,0.00265189,179.477,4625696000000,0.00767962,26.944,35711020000000,1960.173,33.938,71.502,-0.02565604,1219.589844,4.527,58.761,31.11,"13335,13336,13347"
2023.06.14_01:12:00_TAI,9680,3773.891,16.096,3.406785e+23,4.540832e+22,0.00112758,76.644,1823068000000,0.00324963,27.318,36137510000000,1970.185,34.005,74.066,-0.04943695,1223.718018,4.508,60.769,31.143,"13335,13336,13347"
2023.06.14_01:24:00_TAI,9680,3788.364,15.472,3.462464e+23,4.602763e+22,0.00380427,261.795,11614410000000,0.01092492,26.943,36749770000000,2054.955,34.213,73.007,-0.01064557,1250.025635,4.547,60.746,31.143,"13335,13336,13347"
2023.06.14_01:36:00_TAI,9680,3719.125,16.668,3.471145e+23,4.673889e+22,0.00331208,232.756,3704077000000,0.00954731,27.531,36901800000000,2034.996,34.589,72.585,-0.03660981,1254.582031,4.546,59.896,31.159,"13335,13336,13347"
2023.06.14_01:48:00_TAI,9680,3820.513,15.889,3.55867e+23,4.682861e+22,0.00315436,221.218,7260351000000,0.00905077,27.376,38081170000000,2092.927,34.345,75.752,-0.08077116,1229.943481,4.323,61.823,31.83,"13335,13336,13347"
2023.06.14_02:00:00_TAI,9680,3837.574,16.356,3.609574e+23,4.728873e+22,0.00207562,147.0,5223831000000,0.00595278,27.489,38479590000000,2099.975,34.267,74.781,-0.0961756,1231.488037,4.541,61.72,31.921,"13335,13336,13347"
2023.06.14_02:12:00_TAI,9680,3762.826,16.329,3.631766e+23,4.826444e+22,0.0019507,141.769,2356076000000,0.00561706,27.559,38287810000000,2118.549,34.786,71.545,-0.05075346,1226.42749,4.504,60.031,30.686,"13335,13336,13347"
2023.07.11_05:24:00_TAI,9751,4357.943,14.677,5.979053e+23,7.024951e+22,0.00283661,293.036,21311450000000,0.00749854,27.192,76025530000000,4026.058,33.515,89.031,0.01919325,1719.978149,4.636,85.721,39.943,"13358,13359,13366,13368,13369"
2023.07.11_05:36:00_TAI,9751,4416.985,14.47,5.956642e+23,6.972803e+22,0.00292148,296.656,22822470000000,0.00760839,27.108,75321250000000,4011.666,33.452,89.861,-0.00274628,1712.056641,4.61,86.703,40.349,"13358,13359,13366,13368,13369"
2023.07.11_05:48:00_TAI,9751,4460.644,14.683,5.975946e+23,6.944547e+22,0.00271884,274.263,22225550000000,0.00703359,27.177,74525690000000,3974.732,33.552,90.176,-0.01349204,1711.787476,4.626,87.259,40.389,"13358,13359,13366,13368,13369"
2023.07.11_06:00:00_TAI,9751,4434.967,14.55,5.971761e+23,6.969551e+22,0.00286533,290.516,21340810000000,0.00743422,27.109,75092550000000,3970.59,33.549,90.109,-0.00084744,1712.255249,4.635,87.41,40.548,"13358,13359,13366,13368,13369"
2023.07.11_06:12:00_TAI,9751,4529.564,15.228,6.032186e+23,6.890443e+22,0.00312441,313.303,24194630000000,0.0080765,27.442,73881730000000,3909.169,34.05,90.502,-0.01717306,1717.029663,4.611,87.522,40.721,"13358,13359,13366,13368,13369"
2023.07.11_06:24:00_TAI,9751,4520.43,15.085,5.99793e+23,6.857537e+22,0.00314842,314.549,23392290000000,0.00815619,27.362,73453310000000,3897.21,34.03,90.143,0.01476241,1708.004517,4.63,87.26,40.706,"13358,13359,13366,13368,13369"
2023.07.11_06:36:00_TAI,9751,4556.289,15.388,6.041938e+23,6.823817e+22,0.0032555,325.055,24201000000000,0.00847826,27.467,73233380000000,3873.861,34.236,90.685,-0.01347026,1696.167847,4.628,87.55,40.672,"13358,13359,13366,13368,13369"
2023.07.11_06:48:00_TAI,9751,4555.153,15.597,6.026762e+23,6.776189e+22,0.00308399,307.242,21921160000000,0.00807799,27.566,72292880000000,3810.385,34.474,90.778,0.00191252,1703.076294,4.636,87.369,40.483,"13358,13359,13366,13368,13369"
2023.07.11_07:00:00_TAI,9751,4515.863,15.933,6.048965e+23,6.792068e+22,0.0032539,328.195,23062770000000,0.00863808,27.71,72804110000000,3812.957,34.729,90.391,0.03434855,1687.119263,4.61,86.863,40.457,"13358,13359,13366,13368,13369"
2023.07.11_05:24:00_TAI,9781,22001.95,45.199,1.928083e+24,4.897061e+22,0.01378862,909.815,36588800000000,0.01839883,44.549,61567630000000,3571.177,50.102,97.288,-0.25134501,1989.657837,5.078,89.061,48.687,13363
2023.07.11_05:36:00_TAI,9781,21969.38,45.61,1.92657e+24,4.893673e+22,0.01377647,909.661,36766880000000,0.01831756,44.673,61968060000000,3603.684,50.252,96.883,-0.20786677,1986.973022,5.09,88.411,48.687,13363
2023.07.11_05:48:00_TAI,9781,22030.13,46.007,1.930611e+24,4.88701e+22,0.0137148,904.998,35626160000000,0.01810842,44.993,62471130000000,3640.868,50.52,97.298,-0.19275326,1992.349976,5.073,88.602,48.603,13363
2023.07.11_06:00:00_TAI,9781,21890.69,46.476,1.929002e+24,4.888739e+22,0.01368601,908.081,36253490000000,0.01810127,45.294,62823660000000,3620.75,50.769,96.6,-0.22269414,1998.596191,5.094,87.698,48.268,13363
2023.07.11_06:12:00_TAI,9781,22157.31,46.305,1.933782e+24,4.887137e+22,0.01388872,912.669,36124840000000,0.01802909,45.253,63173290000000,3776.217,50.666,97.165,-0.16223678,1993.674927,5.091,88.041,48.369,13363
2023.07.11_06:24:00_TAI,9781,22154.57,46.539,1.93469e+24,4.894612e+22,0.01375563,904.488,35629840000000,0.0176633,45.483,64663680000000,3781.341,50.79,97.519,-0.21720827,1999.88623,5.103,88.425,49.004,13363
2023.07.11_06:36:00_TAI,9781,22163.72,46.996,1.935989e+24,4.910984e+22,0.01380114,907.715,36647160000000,0.0175416,45.676,65662370000000,3907.238,50.899,98.383,-0.1909444,2001.393555,5.089,89.243,49.392,13363
2023.07.11_06:48:00_TAI,9781,22504.97,47.375,1.935641e+24,4.901999e+22,0.01364225,883.445,34995110000000,0.01684214,45.727,65597750000000,3944.947,50.933,100.012,-0.26373091,2007.614868,5.089,91.011,50.532,13363
2023.07.11_07:00:00_TAI,9781,23084.37,47.59,1.938968e+24,4.874267e+22,0.01382946,874.63,34876460000000,0.01654158,45.976,64718650000000,3955.176,51.133,101.666,-0.2633141,2011.860718,5.115,92.651,51.682,13363
2023.11.24_13:00:00_TAI,10413,7123.796,28.21,9.951157e+23,6.507691e+22,-0.00819821,862.312,20358420000000,-0.02254352,35.823,103973100000000,4752.284,41.994,114.795,0.09912887,3925.005615,4.463,113.652,52.851,"13490,13491,13492,13495,13497,13502,13506,13509"
2023.11.24_13:12:00_TAI,10413,7081.923,28.043,9.898968e+23,6.506409e+22,-0.00806648,848.972,17491950000000,-0.02222617,35.691,104968000000000,4794.731,41.895,114.542,0.09928263,3921.864014,4.443,113.417,52.958,"13490,13491,13492,13495,13497,13502,13506,13509"
2023.11.24_13:24:00_TAI,10413,7132.769,28.193,9.888764e+23,6.472256e+22,-0.00826096,862.37,20626680000000,-0.02264875,35.751,103613700000000,4757.464,41.947,114.558,0.08260419,3919.706299,4.46,113.454,52.967,"13490,13491,13492,13495,13497,13502,13506,13509"
2023.11.24_13:36:00_TAI,10413,7124.292,28.214,9.928575e+23,6.486379e+22,-0.00832035,873.121,22510760000000,-0.02292158,35.831,104387100000000,4754.015,41.986,114.646,0.07941075,3935.047607,4.461,113.584,52.975,"13490,13491,13492,13495,13497,13502,13506,13509"
2023.11.24_13:48:00_TAI,10413,7159.369,28.092,9.907387e+23,6.468891e+22,-0.00852735,888.55,22322680000000,-0.02337228,35.77,103252000000000,4747.544,41.857,114.747,0.08196481,3925.226562,4.457,113.542,52.915,"13490,13491,13492,13495,13497,13502,13506,13509"
2023.11.24_14:00:00_TAI,10413,7178.764,28.201,9.909533e+23,6.455774e+22,-0.00847654,881.043,22594740000000,-0.02321164,35.852,102439700000000,4714.45,41.866,114.492,0.10564906,3922.283936,4.432,113.299,52.843,"13490,13491,13492,13495,13497,13502,13506,13509"
2023.11.24_14:12:00_TAI,10413,7145.445,28.22,9.928448e+23,6.464854e+22,-0.00852296,891.689,20771430000000,-0.02349947,35.898,103314700000000,4720.013,42.036,113.967,0.12972701,3909.327881,4.459,112.837,52.828,"13490,13491,13492,13495,13497,13502,13506,13509"
2023.11.24_14:24:00_TAI,10413,7109.211,28.442,9.908126e+23,6.456202e+22,-0.0084002,881.534,22548530000000,-0.02327386,35.996,102941600000000,4686.549,42.16,113.437,0.08933713,3908.373535,4.443,112.395,52.762,"13490,13491,13492,13495,13497,13502,13506,13509"
2023.11.24_14:36:00_TAI,10413,7076.178,28.245,9.899207e+23,6.466223e+22,-0.00814365,857.836,18805730000000,-0.02265315,35.952,102852800000000,4668.348,42.15,113.352,0.10225803,3917.004883,4.394,112.332,52.648,"13490,13491,13492,13495,13497,13502,13506,13509"
2023.12.21_20:36:00_TAI,10514,4161.936,18.497,6.021148e+23,6.414201e+22,-0.00544631,593.288,12149250000000,-0.0192307,30.969,108754000000000,4956.438,36.718,117.71,0.08469367,3936.426758,4.504,117.1,50.324,"13521,13523,13524,13526,13530"
2023.12.21_20:48:00_TAI,10514,4214.411,18.465,6.006058e+23,6.353531e+22,-0.00553096,593.51,12558340000000,-0.01940862,30.89,106605100000000,4873.289,36.675,117.445,0.07986519,3947.050537,4.497,116.645,50.233,"13521,13523,13524,13526,13530"
2023.12.21_21:00:00_TAI,10514,4189.616,18.502,5.940621e+23,6.30377e+22,-0.00537116,573.468,12318410000000,-0.01890808,30.994,105121600000000,4798.652,36.749,116.395,0.09918708,3952.398926,4.51,115.634,49.984,"13521,13523,13524,13526,13530"
2023.12.21_21:12:00_TAI,10514,4198.78,18.161,5.934935e+23,6.273592e+22,-0.0049878,530.856,9177554000000,-0.01762868,30.948,103368400000000,4691.307,36.84,116.053,0.15439264,3945.931396,4.501,115.409,50.14,"13521,13523,13524,13526,13530"
2023.12.21_21:24:00_TAI,10514,4165.219,18.005,5.908129e+23,6.27651e+22,-0.00514666,549.663,11484300000000,-0.01837269,30.814,102708800000000,4659.445,36.683,115.27,0.14266539,3938.319336,4.488,114.692,49.821,"13521,13523,13524,13526,13530"
2023.12.21_21:36:00_TAI,10514,4160.92,17.892,5.920544e+23,6.268604e+22,-0.00494444,529.738,10487980000000,-0.017819,30.815,101445300000000,4583.406,36.794,114.239,0.14349912,3932.621582,4.492,113.729,49.547,"13521,13523,13524,13526,13530"
2023.12.21_21:48:00_TAI,10514,4153.07,17.975,5.956476e+23,6.297082e+22,-0.00504854,545.212,13641180000000,-0.01833708,30.852,101894700000000,4593.899,36.797,113.97,0.09120164,3931.657959,4.465,113.622,49.737,"13521,13523,13524,13526,13530"
2023.12.21_22:00:00_TAI,10514,4148.126,17.795,5.910217e+23,6.271536e+22,-0.00500493,536.944,12593300000000,-0.01815033,30.744,100086100000000,4504.474,36.718,113.956,0.11300858,3915.917725,4.456,113.719,49.928,"13521,13523,13524,13526,13530"
2023.12.21_22:12:00_TAI,10514,4125.508,17.701,5.891249e+23,6.281695e+22,-0.00503664,541.56,13522840000000,-0.01829302,30.791,100142200000000,4487.604,36.753,114.135,0.09096879,3914.9375,4.42,114.093,50.264,"13521,13523,13524,13526,13530"
2023.12.21_22:24:00_TAI,10514,4152.866,17.29,5.908476e+23,6.271888e+22,-0.00524122,561.481,16519980000000,-0.01902808,30.668,99560060000000,4467.469,36.684,113.904,0.09889479,3922.703613,4.388,114.137,50.634,"13521,13523,13524,13526,13530"
2024.02.14_13:00:00_TAI,10779,6962.188,18.366,1.322506e+24,9.57058e+22,0.01053328,1506.554,56365250000000,0.02681714,30.762,121549500000000,6575.975,35.611,102.546,-0.10026214,3161.116943,4.908,95.998,42.719,"13576,13578,13579,13589"
2024.02.14_13:12:00_TAI,10779,6935.052,18.114,1.316384e+24,9.589422e+22,0.01025972,1466.371,52258970000000,0.02598572,30.659,119746700000000,6573.728,35.501,101.914,-0.1010818,3152.920898,4.919,95.807,42.663,"13576,13578,13579,13589"
2024.02.14_13:24:00_TAI,10779,6895.131,17.895,1.313586e+24,9.626389e+22,0.0101695,1458.775,53555220000000,0.02579842,30.469,119292800000000,6547.54,35.389,101.754,-0.1045818,3162.236572,4.944,95.443,42.328,"13576,13578,13579,13589"
2024.02.14_13:36:00_TAI,10779,6843.305,17.661,1.29916e+24,9.613706e+22,0.01050622,1501.822,55067660000000,0.02656055,30.428,119155300000000,6538.583,35.368,101.577,-0.08969441,3150.780029,4.956,95.53,42.346,"13576,13578,13579,13589"
2024.02.14_13:48:00_TAI,10779,6865.285,17.745,1.301062e+24,9.627386e+22,0.01033367,1474.605,53354340000000,0.02599295,30.454,119279300000000,6550.327,35.351,102.051,-0.10774133,3156.032959,4.93,95.984,42.475,"13576,13578,13579,13589"
2024.02.14_14:00:00_TAI,10779,6927.46,17.914,1.31291e+24,9.613768e+22,0.01039625,1483.617,54300330000000,0.0262276,30.58,119951200000000,6494.233,35.436,102.304,-0.1217792,3137.099609,4.916,96.115,42.66,"13576,13578,13579,13589"
2024.02.14_14:12:00_TAI,10779,6889.018,18.135,1.297774e+24,9.597618e+22,0.01037959,1472.314,55248470000000,0.02598053,30.67,117931700000000,6418.679,35.489,101.907,-0.10314434,3141.712646,4.893,95.886,42.408,"13576,13578,13579,13589"
2024.02.14_14:24:00_TAI,10779,6913.529,18.219,1.301226e+24,9.587566e+22,0.01021016,1446.994,52832260000000,0.02555316,30.687,118036300000000,6412.17,35.595,101.658,-0.11375981,3138.915527,4.896,95.85,42.433,"13576,13578,13579,13589"
2024.02.14_14:36:00_TAI,10779,6928.805,18.164,1.30284e+24,9.602716e+22,0.01021998,1446.996,57384750000000,0.02549342,30.63,119133500000000,6457.994,35.558,102.09,-0.14098476,3149.165283,4.904,96.184,42.8,"13576,13578,13579,13589"
2024.03.12_20:48:00_TAI,10897,4166.18,9.151,4.759044e+23,5.648706e+22,0.00821688,706.734,23358320000000,0.0243058,25.589,64699620000000,3453.091,30.204,91.317,-0.17624496,1603.250977,4.256,87.476,36.083,"13599,13600,13605"
2024.03.12_21:00:00_TAI,10897,4207.957,9.283,4.875502e+23,5.651433e+22,0.00683864,596.624,20256280000000,0.02071224,25.705,65347400000000,3427.939,30.357,91.056,-0.2195217,1582.501831,4.263,86.444,35.479,"13599,13600,13605"
2024.03.12_21:12:00_TAI,10897,4051.899,8.847,4.705719e+23,5.646497e+22,0.00791346,692.009,21640720000000,0.02404599,25.375,64058410000000,3373.924,30.148,89.697,-0.18210569,1576.175293,4.234,85.642,34.98,"13599,13600,13605"
2024.03.12_21:24:00_TAI,10897,3998.997,8.622,4.649326e+23,5.644544e+22,0.00825521,722.686,25591080000000,0.02523196,25.241,63042830000000,3322.636,29.969,88.982,-0.15893309,1566.760376,4.21,85.0,34.514,"13599,13600,13605"
2024.03.12_21:36:00_TAI,10897,3907.485,8.704,4.556684e+23,5.635709e+22,0.00865933,760.341,28136730000000,0.02669105,25.174,62285640000000,3291.829,29.959,88.097,-0.10921461,1566.483765,4.243,84.04,33.987,"13599,13600,13605"
2024.03.12_21:48:00_TAI,10897,3846.671,8.452,4.562804e+23,5.667592e+22,0.00821453,733.664,26166120000000,0.02580865,25.118,63624790000000,3343.827,29.964,88.184,-0.09428027,1563.384277,4.238,83.82,33.945,"13599,13600,13605"
2024.03.12_22:00:00_TAI,10897,3832.506,8.259,4.503908e+23,5.617151e+22,0.00812787,719.235,24221080000000,0.02557331,25.008,61236330000000,3193.221,29.876,86.68,-0.15495797,1547.477905,4.218,82.791,33.256,"13599,13600,13605"
2024.03.12_22:12:00_TAI,10897,3886.807,8.294,4.600088e+23,5.624252e+22,0.00692539,617.149,20570800000000,0.02209453,24.97,61150960000000,3166.623,29.884,87.303,-0.15000492,1537.637573,4.235,82.806,33.17,"13599,13600,13605"
2024.03.12_22:24:00_TAI,10897,3789.894,8.315,4.500087e+23,5.61602e+22,0.00869133,777.022,28237690000000,0.02787768,24.92,60598810000000,3138.324,30.097,85.763,-0.08946686,1529.828125,4.226,82.167,33.214,"13599,13600,13605"
2024.05.06_10:00:00_TAI,11142,11453.83,35.552,1.061346e+24,4.996365e+22,-0.01094563,763.688,22007880000000,-0.02183018,39.857,79075270000000,4839.818,45.522,112.391,-0.10227288,1865.428833,5.121,99.946,57.695,"13661,13662,13663"
2024.05.06_10:12:00_TAI,11142,11543.06,35.222,1.05939e+24,4.974289e+22,-0.01074341,742.434,18183260000000,-0.02123591,39.676,78736430000000,4839.046,45.411,112.661,-0.06898143,1864.322266,5.113,100.299,57.762,"13661,13662,13663"
2024.05.06_10:24:00_TAI,11142,11496.45,34.873,1.057738e+24,5.008259e+22,-0.01062918,736.358,17147300000000,-0.0209094,39.448,78659260000000,4855.843,45.25,113.341,-0.06650389,1861.445068,5.124,100.841,57.854,"13661,13662,13663"
2024.05.06_10:36:00_TAI,11142,11507.56,35.051,1.061847e+24,5.023449e+22,-0.01039766,722.409,18472140000000,-0.02042897,39.547,79652020000000,4894.612,45.31,113.197,-0.04406097,1867.431274,5.123,101.117,58.365,"13661,13662,13663"
2024.05.06_10:48:00_TAI,11142,11548.77,35.538,1.065695e+24,5.023785e+22,-0.01019289,708.222,16892710000000,-0.01996165,39.805,80333140000000,4940.143,45.57,113.805,-0.05568691,1875.656494,5.123,101.727,59.008,"13661,13662,13663"
2024.05.06_11:00:00_TAI,11142,11479.6,35.181,1.065381e+24,5.038626e+22,-0.01023281,715.079,16381210000000,-0.02011915,39.672,80215230000000,4945.085,45.615,113.454,-0.04438329,1877.838745,5.117,101.411,58.691,"13661,13662,13663"
2024.05.06_11:12:00_TAI,11142,11530.33,35.1,1.069277e+24,5.043424e+22,-0.01032302,720.846,20193690000000,-0.02023518,39.572,81091790000000,4982.102,45.55,113.726,-0.03710665,1866.275269,5.125,102.325,59.269,"13661,13662,13663"
2024.05.06_11:24:00_TAI,11142,11511.53,35.54,1.072716e+24,5.040092e+22,-0.01041968,731.118,18842950000000,-0.02050766,39.773,81252650000000,4983.777,45.764,113.072,-0.0920542,1862.781616,5.116,101.849,59.354,"13661,13662,13663"
2024.05.06_11:36:00_TAI,11142,11470.36,34.849,1.075659e+24,5.073841e+22,-0.01016592,717.836,20371290000000,-0.02003025,39.499,81045510000000,4971.544,45.651,113.156,-0.0784226,1857.954834,5.097,102.04,59.208,"13661,13662,13663"
2024.05.06_10:00:00_TAI,11149,12655.71,50.15,1.159186e+24,4.436128e+22,0.01298352,895.421,41268710000000,0.0275048,47.118,85464430000000,4694.4,55.822,111.03,0.089231,2347.317627,4.952,103.786,69.894,"13664,13668"
2024.05.06_10:12:00_TAI,11149,12486.75,50.156,1.157259e+24,4.438924e+22,0.01292314,901.815,41663590000000,0.02786334,47.251,86086040000000,4683.448,55.948,109.885,0.0810409,2350.470703,4.945,103.01,69.422,"13664,13668"
2024.05.06_10:24:00_TAI,11149,12408.1,49.984,1.153973e+24,4.417299e+22,0.01199937,840.268,33783060000000,0.02624112,47.279,85225020000000,4610.35,56.003,109.406,0.09299605,2347.197998,4.914,102.229,68.61,"13664,13668"
2024.05.06_10:36:00_TAI,11149,12426.41,49.974,1.15769e+24,4.42213e+22,0.01239766,869.671,38756090000000,0.02726858,47.273,85350910000000,4665.69,55.933,109.726,0.14026268,2360.254639,4.957,102.353,68.509,"13664,13668"
2024.05.06_10:48:00_TAI,11149,12378.09,50.057,1.160142e+24,4.407027e+22,0.01158967,817.872,34324030000000,0.02585213,47.419,84635370000000,4594.19,56.132,108.854,0.050887,2351.246582,4.96,101.349,67.762,"13664,13668"
2024.05.06_11:00:00_TAI,11149,12286.37,50.037,1.156963e+24,4.403174e+22,0.01248754,885.429,37654060000000,0.02811656,47.453,85239000000000,4625.426,56.11,109.174,0.09043201,2350.859619,4.974,101.46,67.4,"13664,13668"
2024.05.06_11:12:00_TAI,11149,12316.35,50.511,1.157708e+24,4.391242e+22,0.01339182,947.806,40893850000000,0.03013962,47.652,84578580000000,4577.855,56.217,108.662,0.10789131,2359.753418,4.956,100.623,67.079,"13664,13668"
2024.05.06_11:24:00_TAI,11149,12224.14,50.277,1.158586e+24,4.409561e+22,0.01286731,918.288,34857710000000,0.02917508,47.589,85307350000000,4551.547,56.151,108.556,0.10935897,2365.981201,4.941,100.461,66.808,"13664,13668"
2024.05.06_11:36:00_TAI,11149,12220.61,50.168,1.157797e+24,4.410166e+22,0.01257846,897.272,34454670000000,0.02847036,47.484,84763260000000,4547.817,56.12,108.304,0.22413698,2365.128418,4.974,99.864,66.759,"13664,13668"
