DataStationCode,Date,UnconfirmedChange,StartTime,EndTime,MaxTime,LatitudeHemisphere,Latitude,LongitudeHemisphere,LongitudeCMD,SXIData,FlareClass,FlareIntensity,StationAbbreviation,IntegratedFlux,NOAASunspotRegionNumber,CMPDate,RegionArea,TotalIntensity,DateTime
31777,100119,,1303,1350,1341,nan,nan,nan,nan,nan,M,23,GOES,3.9E-02,11041,nan,nan,nan,2010-01-19 13:03:00
31777,100119,,2023,2046,2035,nan,nan,nan,nan,nan,M,17,GOES,1.8E-02,11041,nan,nan,nan,2010-01-19 20:23:00
31777,100120,,0645,0734,0727,S,24,E,87,SF,M,10,GOES,1.9E-02,11041,nan,nan,nan,2010-01-20 06:45:00
31777,100120,,0742,0753,0749,S,24,E,88,SF,M,16,GOES,1.2E-02,11041,nan,nan,nan,2010-01-20 07:42:00
31777,100120,,1046,1110,1059,nan,nan,nan,nan,nan,M,18,GOES,1.7E-02,11041,nan,nan,nan,2010-01-20 10:46:00
31777,100120,,1750,1800,1755,S,26,E,81,SF,M,34,GOES,1.7E-02,11041,nan,nan,nan,2010-01-20 17:50:00
31777,100206,,1847,1909,1859,N,21,E,17,SN,M,29,GOES,2.6E-02,11045,nan,nan,nan,2010-02-06 18:47:00
31777,100206,,2131,2142,2137,nan,nan,nan,nan,nan,M,13,GOES,7.4E-03,11045,nan,nan,nan,2010-02-06 21:31:00
31777,100207,,0220,0239,0234,N,21,E,10,1N,M,64,GOES,3.8E-02,11045,nan,nan,nan,2010-02-07 02:20:00
31777,100208,,0736,0746,0743,nan,nan,nan,nan,nan,M,40,GOES,1.3E-02,11045,nan,nan,nan,2010-02-08 07:36:00
31777,100208,,1157,1206,1203,nan,nan,nan,nan,nan,M,11,GOES,3.0E-03,11045,nan,nan,nan,2010-02-08 11:57:00
31777,100208,,1332,1350,1347,nan,nan,nan,nan,nan,M,20,GOES,8.2E-03,11045,nan,nan,nan,2010-02-08 13:32:00
31777,100208,,2101,2128,2123,N,23,W,12,SN,M,10,GOES,4.2E-03,11045,nan,nan,nan,2010-02-08 21:01:00
31777,100212,,1119,1128,1126,N,26,E,11,1N,M,83,GOES,1.9E-02,11046,nan,nan,nan,2010-02-12 11:19:00
31777,100212,,1752,1815,1808,N,28,W,53,2F,M,11,GOES,6.5E-03,11045,nan,nan,nan,2010-02-12 17:52:00
31777,100505,,1713,1722,1719,N,42,W,37,SF,M,12,GOES,3.2E-03,11069,nan,nan,nan,2010-05-05 17:13:00
31777,100612,,0030,0102,0057,N,23,W,43,SN,M,20,GOES,6.8E-03,11081,nan,nan,nan,2010-06-12 00:30:00
31777,100613,,0530,0544,0539,S,25,W,84,SF,M,10,GOES,4.2E-03,11079,nan,nan,nan,2010-06-13 05:30:00
31777,100807,,1755,1847,1824,N,11,E,34,2F,M,10,GOES,1.8E-02,11093,nan,nan,nan,2010-08-07 17:55:00
31777,101016,,1907,1915,1912,S,20,W,26,1N,M,29,GOES,6.4E-03,11112,nan,nan,nan,2010-10-16 19:07:00
31777,101104,,2330,0012,2358,S,20,E,76,SF,M,16,GOES,1.4E-02,11121,nan,nan,nan,2010-11-04 23:30:00
31777,101105,,1243,1406,1329,nan,nan,nan,nan,nan,M,10,GOES,2.3E-02,11121,nan,nan,nan,2010-11-05 12:43:00
31777,101106,,1527,1544,1536,S,19,E,58,1N,M,54,GOES,2.6E-02,11121,nan,nan,nan,2010-11-06 15:27:00
31777,110128,,0044,0110,0103,nan,nan,nan,nan,nan,M,13,G15,9.5E-03,11149,nan,nan,nan,2011-01-28 00:44:00
31777,110209,,0123,0135,0131,nan,nan,nan,nan,nan,M,19,G15,6.3E-03,11153,nan,nan,nan,2011-02-09 01:23:00
31777,110213,,1728,1747,1738,nan,nan,nan,nan,nan,M,66,G15,4.0E-02,11158,nan,nan,nan,2011-02-13 17:28:00
31777,110214,,1720,1732,1726,nan,nan,nan,nan,nan,M,22,G15,8.7E-03,11158,nan,nan,nan,2011-02-14 17:20:00
31777,110215,,0144,0206,0156,nan,nan,nan,nan,nan,X,22,G15,1.6E-01,11158,nan,nan,nan,2011-02-15 01:44:00
31777,110216,,0132,0146,0139,nan,nan,nan,nan,nan,M,10,G15,5.1E-03,nan,nan,nan,nan,2011-02-16 01:32:00
31777,110216,,0735,0755,0744,nan,nan,nan,nan,nan,M,11,G15,8.6E-03,11161,nan,nan,nan,2011-02-16 07:35:00
31777,110216,,1419,1429,1425,nan,nan,nan,nan,nan,M,16,G15,4.4E-03,11158,nan,nan,nan,2011-02-16 14:19:00
31777,110218,,0955,1015,1011,nan,nan,nan,nan,nan,M,66,G15,1.9E-02,11158,nan,nan,nan,2011-02-18 09:55:00
31777,110218,,1023,1037,1026,nan,nan,nan,nan,nan,M,10,G15,7.0E-03,11162,nan,nan,nan,2011-02-18 10:23:00
31777,110218,,1259,1306,1303,nan,nan,nan,nan,nan,M,14,G15,3.3E-03,11158,nan,nan,nan,2011-02-18 12:59:00
31777,110218,,1400,1415,1408,nan,nan,nan,nan,nan,M,10,G15,4.7E-03,11162,nan,nan,nan,2011-02-18 14:00:00
31777,110218,,2056,2114,2104,nan,nan,nan,nan,nan,M,13,G15,9.5E-03,11162,nan,nan,nan,2011-02-18 20:56:00
31777,110224,,0723,0742,0735,nan,nan,nan,nan,nan,M,35,G15,2.0E-02,11163,nan,nan,nan,2011-02-24 07:23:00
31777,110228,,1238,1303,1252,nan,nan,nan,nan,nan,M,11,G15,9.1E-03,11164,nan,nan,nan,2011-02-28 12:38:00
31777,110307,,0500,0519,0513,nan,nan,nan,nan,nan,M,12,G15,8.1E-03,11164,nan,nan,nan,2011-03-07 05:00:00
31777,110307,,0749,0756,0754,nan,nan,nan,nan,nan,M,15,G15,3.7E-03,11165,nan,nan,nan,2011-03-07 07:49:00
31777,110307,,0759,0815,0807,nan,nan,nan,nan,nan,M,14,G15,1.0E-02,11164,nan,nan,nan,2011-03-07 07:59:00
31777,110307,,0914,0928,0920,nan,nan,nan,nan,nan,M,18,G15,8.9E-03,11164,nan,nan,nan,2011-03-07 09:14:00
31777,110307,,1345,1456,1430,nan,nan,nan,nan,nan,M,19,G15,6.2E-02,11166,nan,nan,nan,2011-03-07 13:45:00
31777,110307,,1943,2058,2012,nan,nan,nan,nan,nan,M,37,G15,1.2E-01,11164,nan,nan,nan,2011-03-07 19:43:00
31777,110307,,2145,2155,2150,nan,nan,nan,nan,nan,M,15,G15,6.6E-03,11165,nan,nan,nan,2011-03-07 21:45:00
31777,110308,,0224,0232,0229,nan,nan,nan,nan,nan,M,13,G15,3.2E-03,11165,nan,nan,nan,2011-03-08 02:24:00
31777,110308,,0337,0420,0358,nan,nan,nan,nan,nan,M,15,G15,2.8E-02,11171,nan,nan,nan,2011-03-08 03:37:00
31777,110308,,1035,1055,1044,nan,nan,nan,nan,nan,M,53,G15,3.4E-02,11165,nan,nan,nan,2011-03-08 10:35:00
31777,110308,,1808,1841,1828,nan,nan,nan,nan,nan,M,44,G15,5.7E-02,11165,nan,nan,nan,2011-03-08 18:08:00
31777,110308,,1946,2119,2016,nan,nan,nan,nan,nan,M,14,G15,6.7E-02,11165,nan,nan,nan,2011-03-08 19:46:00
31777,110309,,1035,1121,1107,nan,nan,nan,nan,nan,M,17,G15,2.6E-02,11166,nan,nan,nan,2011-03-09 10:35:00
31777,110309,,1317,1413,1402,nan,nan,nan,nan,nan,M,17,G15,2.3E-02,11166,nan,nan,nan,2011-03-09 13:17:00
31777,110309,,2313,2329,2323,nan,nan,nan,nan,nan,X,15,G15,6.7E-02,11166,nan,nan,nan,2011-03-09 23:13:00
31777,110310,,2234,2249,2241,nan,nan,nan,nan,nan,M,11,G15,5.8E-03,nan,nan,nan,nan,2011-03-10 22:34:00
31777,110312,,0433,0448,0443,nan,nan,nan,nan,nan,M,13,G15,7.9E-03,11166,nan,nan,nan,2011-03-12 04:33:00
31777,110314,,1930,1954,1952,nan,nan,nan,nan,nan,M,42,G15,1.0E-02,11169,nan,nan,nan,2011-03-14 19:30:00
31777,110315,,0018,0024,0022,nan,nan,nan,nan,nan,M,10,G15,1.5E-03,11169,nan,nan,nan,2011-03-15 00:18:00
31777,110323,,0203,0224,0217,nan,nan,nan,nan,nan,M,14,G15,9.0E-03,11176,nan,nan,nan,2011-03-23 02:03:00
31777,110324,,1201,1211,1207,nan,nan,nan,nan,nan,M,10,G15,3.3E-03,11176,nan,nan,nan,2011-03-24 12:01:00
31777,110325,,2308,2330,2322,nan,nan,nan,nan,nan,M,10,G15,8.0E-03,11176,nan,nan,nan,2011-03-25 23:08:00
31777,110415,,1702,1728,1712,nan,nan,nan,nan,nan,M,13,G15,1.2E-02,11190,nan,nan,nan,2011-04-15 17:02:00
31777,110422,,0435,0514,0457,nan,nan,nan,nan,nan,M,18,G15,2.9E-02,11195,nan,nan,nan,2011-04-22 04:35:00
31777,110422,,1547,1611,1553,nan,nan,nan,nan,nan,M,12,G15,1.1E-02,11195,nan,nan,nan,2011-04-22 15:47:00
31777,110528,,2109,2201,2150,nan,nan,nan,nan,nan,M,11,G15,2.3E-02,11226,nan,nan,nan,2011-05-28 21:09:00
31777,110529,,1008,1108,1033,nan,nan,nan,nan,nan,M,14,G15,3.8E-02,11226,nan,nan,nan,2011-05-29 10:08:00
31777,110607,,0616,0659,0641,nan,nan,nan,nan,nan,M,25,G15,4.4E-02,11226,nan,nan,nan,2011-06-07 06:16:00
31777,110614,,2136,2210,2147,nan,nan,nan,nan,nan,M,13,G15,1.8E-02,11236,nan,nan,nan,2011-06-14 21:36:00
31777,110727,,1548,1622,1607,nan,nan,nan,nan,nan,M,11,G15,1.3E-02,11260,nan,nan,nan,2011-07-27 15:48:00
31777,110730,,0204,0212,0209,nan,nan,nan,nan,nan,M,93,G15,2.0E-02,11261,nan,nan,nan,2011-07-30 02:04:00
31777,110802,,0519,0648,0619,nan,nan,nan,nan,nan,M,14,G15,3.9E-02,11261,nan,nan,nan,2011-08-02 05:19:00
31777,110803,,0308,0351,0337,nan,nan,nan,nan,nan,M,11,G15,1.6E-02,11261,nan,nan,nan,2011-08-03 03:08:00
31777,110803,,0429,0435,0432,nan,nan,nan,nan,nan,M,17,G15,3.2E-03,11263,nan,nan,nan,2011-08-03 04:29:00
31777,110803,,1317,1410,1348,nan,nan,nan,nan,nan,M,60,G15,1.2E-01,11261,nan,nan,nan,2011-08-03 13:17:00
31777,110804,,0341,0404,0357,nan,nan,nan,nan,nan,M,93,G15,5.4E-02,11261,nan,nan,nan,2011-08-04 03:41:00
31777,110808,,1800,1818,1810,nan,nan,nan,nan,nan,M,35,G15,2.2E-02,11263,nan,nan,nan,2011-08-08 18:00:00
31777,110809,,0319,0408,0354,nan,nan,nan,nan,nan,M,25,G15,3.5E-02,11263,nan,nan,nan,2011-08-09 03:19:00
31777,110809,,0748,0808,0805,nan,nan,nan,nan,nan,X,69,G15,1.9E-01,11263,nan,nan,nan,2011-08-09 07:48:00
31777,110904,,1121,1150,1145,nan,nan,nan,nan,nan,M,32,G15,1.8E-02,11286,nan,nan,nan,2011-09-04 11:21:00
31777,110905,,0408,0432,0428,nan,nan,nan,nan,nan,M,16,G15,2.2E-02,11286,nan,nan,nan,2011-09-05 04:08:00
31777,110905,,0727,0806,0758,nan,nan,nan,nan,nan,M,12,G15,1.7E-02,11286,nan,nan,nan,2011-09-05 07:27:00
31777,110906,,0135,0205,0150,nan,nan,nan,nan,nan,M,53,G15,5.4E-02,11283,nan,nan,nan,2011-09-06 01:35:00
31777,110906,,2212,2224,2220,nan,nan,nan,nan,nan,X,21,G15,5.8E-02,11283,nan,nan,nan,2011-09-06 22:12:00
31777,110907,,2232,2244,2238,nan,nan,nan,nan,nan,X,18,G15,6.9E-02,11283,nan,nan,nan,2011-09-07 22:32:00
31777,110908,,1532,1552,1546,nan,nan,nan,nan,nan,M,67,G15,4.2E-02,11283,nan,nan,nan,2011-09-08 15:32:00
31777,110909,,0601,0617,0611,nan,nan,nan,nan,nan,M,27,G15,1.5E-02,11283,nan,nan,nan,2011-09-09 06:01:00
31777,110909,,1239,1256,1249,nan,nan,nan,nan,nan,M,12,G15,7.8E-03,11283,nan,nan,nan,2011-09-09 12:39:00
31777,110910,,0718,0756,0740,nan,nan,nan,nan,nan,M,11,G15,1.9E-02,11283,nan,nan,nan,2011-09-10 07:18:00
31777,110921,,1204,1245,1223,nan,nan,nan,nan,nan,M,18,G15,3.4E-02,11302,nan,nan,nan,2011-09-21 12:04:00
31777,110922,,0953,1009,1000,nan,nan,nan,nan,nan,M,11,G15,7.6E-03,11302,nan,nan,nan,2011-09-22 09:53:00
31777,110922,,1029,1144,1101,nan,nan,nan,nan,nan,X,14,G15,4.5E-01,11302,nan,nan,nan,2011-09-22 10:29:00
31777,110923,,0147,0210,0159,nan,nan,nan,nan,nan,M,16,G15,1.6E-02,11295,nan,nan,nan,2011-09-23 01:47:00
31777,110923,,2154,2234,2215,nan,nan,nan,nan,nan,M,16,G15,3.0E-02,11295,nan,nan,nan,2011-09-23 21:54:00
31777,110923,,2348,0004,2356,nan,nan,nan,nan,nan,M,19,G15,1.3E-02,11302,nan,nan,nan,2011-09-23 23:48:00
31777,110924,,0921,0948,0940,nan,nan,nan,nan,nan,X,19,G15,1.1E-01,11302,nan,nan,nan,2011-09-24 09:21:00
31777,110924,,1233,1410,1320,nan,nan,nan,nan,nan,M,71,G15,2.9E-01,11302,nan,nan,nan,2011-09-24 12:33:00
31777,110924,,1636,1715,1659,nan,nan,nan,nan,nan,M,17,G15,3.2E-02,11295,nan,nan,nan,2011-09-24 16:36:00
31777,110924,,1719,1731,1725,nan,nan,nan,nan,nan,M,31,G15,1.6E-02,11302,nan,nan,nan,2011-09-24 17:19:00
31777,110924,,1759,1824,1815,nan,nan,nan,nan,nan,M,28,G15,3.3E-02,11302,nan,nan,nan,2011-09-24 17:59:00
31777,110924,,1909,1941,1921,nan,nan,nan,nan,nan,M,30,G15,4.6E-02,11302,nan,nan,nan,2011-09-24 19:09:00
31777,110924,,2029,2042,2036,nan,nan,nan,nan,nan,M,58,G15,2.4E-02,11302,nan,nan,nan,2011-09-24 20:29:00
31777,110924,,2123,2132,2127,nan,nan,nan,nan,nan,M,12,G15,7.0E-03,11303,nan,nan,nan,2011-09-24 21:23:00
31777,110924,,2345,0009,2358,nan,nan,nan,nan,nan,M,10,G15,1.1E-02,11303,nan,nan,nan,2011-09-24 23:45:00
31777,110925,,0227,0237,0233,nan,nan,nan,nan,nan,M,44,G15,1.4E-02,11302,nan,nan,nan,2011-09-25 02:27:00
31777,110925,,0431,0505,0450,nan,nan,nan,nan,nan,M,74,G15,9.6E-02,11302,nan,nan,nan,2011-09-25 04:31:00
31777,110925,,0846,0852,0849,nan,nan,nan,nan,nan,M,31,G15,5.9E-03,11302,nan,nan,nan,2011-09-25 08:46:00
31777,110925,,0925,0953,0935,nan,nan,nan,nan,nan,M,15,G15,2.1E-02,11303,nan,nan,nan,2011-09-25 09:25:00
31777,110925,,1526,1538,1533,nan,nan,nan,nan,nan,M,37,G15,1.6E-02,11302,nan,nan,nan,2011-09-25 15:26:00
31777,110925,,1651,1709,1658,nan,nan,nan,nan,nan,M,22,G15,1.7E-02,11302,nan,nan,nan,2011-09-25 16:51:00
31777,110926,,0506,0513,0508,nan,nan,nan,nan,nan,M,40,G15,1.4E-02,11302,nan,nan,nan,2011-09-26 05:06:00
31777,110926,,1437,1502,1446,nan,nan,nan,nan,nan,M,26,G15,2.6E-02,11302,nan,nan,nan,2011-09-26 14:37:00
31777,110928,,1324,1330,1328,nan,nan,nan,nan,nan,M,12,G15,2.3E-03,11302,nan,nan,nan,2011-09-28 13:24:00
31777,110930,,1855,1915,1906,nan,nan,nan,nan,nan,M,10,G15,8.1E-03,11305,nan,nan,nan,2011-09-30 18:55:00
31777,111001,,0856,1017,0959,nan,nan,nan,nan,nan,M,12,G15,2.9E-02,11305,nan,nan,nan,2011-10-01 08:56:00
31777,111002,,0037,0059,0050,nan,nan,nan,nan,nan,M,39,G15,2.8E-02,11305,nan,nan,nan,2011-10-02 00:37:00
31777,111002,,1719,1726,1723,nan,nan,nan,nan,nan,M,13,G15,2.8E-03,11302,nan,nan,nan,2011-10-02 17:19:00
31777,111020,,0310,0344,0325,nan,nan,nan,nan,nan,M,16,G15,2.2E-02,nan,nan,nan,nan,2011-10-20 03:10:00
31777,111021,,1253,1308,1300,nan,nan,nan,nan,nan,M,13,G15,7.4E-03,11319,nan,nan,nan,2011-10-21 12:53:00
31777,111022,,1000,1309,1110,nan,nan,nan,nan,nan,M,13,G15,1.1E-01,11314,nan,nan,nan,2011-10-22 10:00:00
31777,111031,,1455,1527,1508,nan,nan,nan,nan,nan,M,11,G15,1.5E-02,nan,nan,nan,nan,2011-10-31 14:55:00
31777,111031,,1721,1850,1808,nan,nan,nan,nan,nan,M,14,G15,5.0E-02,nan,nan,nan,nan,2011-10-31 17:21:00
31777,111102,,2152,2219,2201,nan,nan,nan,nan,nan,M,43,G15,4.5E-02,11339,nan,nan,nan,2011-11-02 21:52:00
31777,111103,,1058,1120,1111,nan,nan,nan,nan,nan,M,25,G15,2.0E-02,11339,nan,nan,nan,2011-11-03 10:58:00
31777,111103,,2016,2032,2027,nan,nan,nan,nan,nan,X,19,G15,1.0E-01,11339,nan,nan,nan,2011-11-03 20:16:00
31777,111103,,2328,2344,2336,nan,nan,nan,nan,nan,M,21,G15,1.4E-02,11339,nan,nan,nan,2011-11-03 23:28:00
31777,111104,,2031,2046,2040,nan,nan,nan,nan,nan,M,10,G15,5.6E-03,11339,nan,nan,nan,2011-11-04 20:31:00
31777,111105,,0308,0358,0335,nan,nan,nan,nan,nan,M,37,G15,8.2E-02,11339,nan,nan,nan,2011-11-05 03:08:00
31777,111105,,1110,1142,1121,nan,nan,nan,nan,nan,M,11,G15,1.7E-02,11339,nan,nan,nan,2011-11-05 11:10:00
31777,111105,,2031,2054,2038,nan,nan,nan,nan,nan,M,18,G15,1.6E-02,11339,nan,nan,nan,2011-11-05 20:31:00
31777,111106,,0046,0124,0103,nan,nan,nan,nan,nan,M,12,G15,1.8E-02,11339,nan,nan,nan,2011-11-06 00:46:00
31777,111106,,0614,0641,0635,nan,nan,nan,nan,nan,M,14,G15,1.0E-02,11339,nan,nan,nan,2011-11-06 06:14:00
31777,111109,,1304,1412,1335,nan,nan,nan,nan,nan,M,11,G15,3.3E-02,11342,nan,nan,nan,2011-11-09 13:04:00
31777,111115,,0903,0923,0912,nan,nan,nan,nan,nan,M,12,G15,1.0E-02,11348,nan,nan,nan,2011-11-15 09:03:00
31777,111115,,1230,1250,1243,nan,nan,nan,nan,nan,M,19,G15,1.2E-02,11346,nan,nan,nan,2011-11-15 12:30:00
31777,111115,,2227,2242,2235,nan,nan,nan,nan,nan,M,11,G15,6.1E-03,11348,nan,nan,nan,2011-11-15 22:27:00
31777,111225,,1811,1820,1816,nan,nan,nan,nan,nan,M,40,G15,1.1E-02,11387,nan,nan,nan,2011-12-25 18:11:00
31777,111226,,0213,0236,0227,nan,nan,nan,nan,nan,M,15,G15,1.2E-02,11387,nan,nan,nan,2011-12-26 02:13:00
31777,111226,,2012,2036,2030,nan,nan,nan,nan,nan,M,23,G15,2.2E-02,11387,nan,nan,nan,2011-12-26 20:12:00
31777,111229,,1340,1401,1350,nan,nan,nan,nan,nan,M,19,G15,1.5E-02,11389,nan,nan,nan,2011-12-29 13:40:00
31777,111229,,2143,2159,2151,nan,nan,nan,nan,nan,M,20,G15,1.2E-02,11389,nan,nan,nan,2011-12-29 21:43:00
31777,111230,,0303,0313,0309,nan,nan,nan,nan,nan,M,12,G15,3.7E-03,11389,nan,nan,nan,2011-12-30 03:03:00
31777,111231,,1309,1319,1315,nan,nan,nan,nan,nan,M,24,G15,7.4E-03,11389,nan,nan,nan,2011-12-31 13:09:00
31777,111231,,1616,1634,1626,nan,nan,nan,nan,nan,M,15,G15,8.5E-03,11389,nan,nan,nan,2011-12-31 16:16:00
31777,120114,,1314,1320,1318,nan,nan,nan,nan,nan,M,14,G15,3.0E-03,nan,nan,nan,nan,2012-01-14 13:14:00
31777,120117,,0441,0507,0453,N,18,E,54,nan,M,10,G15,1.1E-02,11401,120121.3,nan,nan,2012-01-17 04:41:00
31777,120118,,1904,1927,1912,N,17,E,33,nan,M,17,G15,1.5E-02,11401,120121.3,nan,nan,2012-01-18 19:04:00
31777,120119,,1344,1750,1605,N,30,E,30,nan,M,32,G15,2.7E-01,11402,120122.0,nan,nan,2012-01-19 13:44:00
31777,120123,,0338,0434,0359,N,18,W,25,nan,M,87,G15,2.0E-01,11401,120121.2,nan,nan,2012-01-23 03:38:00
31777,120127,,1737,1856,1837,N,27,W,71,nan,X,17,G15,3.2E-01,11402,120122.2,nan,nan,2012-01-27 17:37:00
31777,120206,,1931,2017,2000,N,19,W,60,nan,M,10,G15,1.9E-02,11410,120202.2,nan,nan,2012-02-06 19:31:00
31777,120302,,1729,1807,1746,N,16,E,83,nan,M,33,G15,4.9E-02,nan,120309.0,nan,nan,2012-03-02 17:29:00
31777,120304,,1029,1216,1052,N,19,E,61,nan,M,20,G15,9.2E-02,11429,120309.1,nan,nan,2012-03-04 10:29:00
31777,120305,,0230,0443,0409,N,16,E,54,nan,X,11,G15,3.7E-01,11429,120309.2,nan,nan,2012-03-05 02:30:00
31777,120305,,1910,1921,1916,N,14,E,44,nan,M,21,G15,7.8E-03,11429,120309.1,nan,nan,2012-03-05 19:10:00
31777,120305,,1927,1932,1930,N,14,E,44,nan,M,18,G15,2.7E-03,11429,120309.1,nan,nan,2012-03-05 19:27:00
31777,120305,,2226,2242,2234,nan,nan,nan,nan,nan,M,13,G15,7.3E-03,nan,nan,nan,nan,2012-03-05 22:26:00
31777,120306,,0022,0031,0028,N,16,E,41,nan,M,13,G15,3.7E-03,11429,120309.1,nan,nan,2012-03-06 00:22:00
31777,120306,,0136,0150,0144,nan,nan,nan,nan,nan,M,12,G15,5.9E-03,nan,nan,nan,nan,2012-03-06 01:36:00
31777,120306,,0401,0408,0405,N,16,E,39,nan,M,10,G15,2.6E-03,11429,120309.1,nan,nan,2012-03-06 04:01:00
31777,120306,,0752,0800,0755,N,16,E,39,nan,M,10,G15,2.7E-03,11429,120309.2,nan,nan,2012-03-06 07:52:00
31777,120306,,1223,1254,1241,N,18,E,36,nan,M,21,G15,2.2E-02,11429,120309.2,nan,nan,2012-03-06 12:23:00
31777,120306,,2104,2114,2111,nan,nan,nan,nan,nan,M,13,G15,4.9E-03,nan,nan,nan,nan,2012-03-06 21:04:00
31777,120306,,2249,2311,2253,N,21,E,27,nan,M,10,G15,9.7E-03,11429,120308.0,nan,nan,2012-03-06 22:49:00
31777,120307,,0002,0040,0024,N,17,E,27,nan,X,54,G15,6.7E-01,11429,120309.0,nan,nan,2012-03-07 00:02:00
31777,120307,,0105,0123,0114,N,22,E,12,nan,X,13,G15,1.5E-01,11430,120307.9,nan,nan,2012-03-07 01:05:00
31777,120309,,0322,0418,0353,nan,nan,nan,nan,nan,M,63,G15,1.3E-01,nan,nan,nan,nan,2012-03-09 03:22:00
31777,120310,,1715,1830,1744,nan,nan,nan,nan,nan,M,84,G15,2.6E-01,nan,nan,nan,nan,2012-03-10 17:15:00
31777,120313,,1712,1825,1741,N,19,W,59,nan,M,79,G15,2.4E-01,11429,120309.2,nan,nan,2012-03-13 17:12:00
31777,120314,,1508,1536,1521,N,14,E,05,nan,M,28,G15,2.9E-02,11432,120315.0,nan,nan,2012-03-14 15:08:00
31777,120315,,0723,0808,0752,N,14,W,03,nan,M,18,G15,2.2E-02,11432,120315.1,nan,nan,2012-03-15 07:23:00
31777,120317,,2032,2042,2039,S,20,W,25,nan,M,14,G15,3.6E-03,11434,120315.9,nan,nan,2012-03-17 20:32:00
31777,120323,,1934,1944,1940,nan,nan,nan,nan,nan,M,10,G15,3.0E-03,nan,nan,nan,nan,2012-03-23 19:34:00
31777,120416,,1724,1800,1745,nan,nan,nan,nan,nan,M,17,G15,2.5E-02,nan,nan,nan,nan,2012-04-16 17:24:00
31777,120427,,0815,0829,0824,N,12,W,30,nan,M,10,G15,5.3E-03,11466,120425.0,nan,nan,2012-04-27 08:15:00
31777,120505,,1319,1329,1323,N,09,E,85,nan,M,14,G15,5.5E-03,11476,120511.9,nan,nan,2012-05-05 13:19:00
31777,120505,,2256,2304,2301,N,09,E,75,nan,M,13,G15,3.6E-03,11476,120511.5,nan,nan,2012-05-05 22:56:00
31777,120506,,0112,0120,0118,nan,nan,nan,nan,nan,M,11,G15,2.3E-03,nan,nan,nan,nan,2012-05-06 01:12:00
31777,120506,,1741,1752,1747,N,10,E,64,nan,M,13,G15,4.4E-03,11476,120511.5,nan,nan,2012-05-06 17:41:00
31777,120507,,1403,1452,1431,S,21,W,46,nan,M,19,G15,3.5E-02,11471,120504.0,nan,nan,2012-05-07 14:03:00
