DataStationCode,Date,UnconfirmedChange,StartTime,EndTime,MaxTime,LatitudeHemisphere,Latitude,LongitudeHemisphere,LongitudeCMD,SXIData,FlareClass,FlareIntensity,StationAbbreviation,IntegratedFlux,NOAASunspotRegionNumber,CMPDate,RegionArea,TotalIntensity,DateTime
31777,131110,,0508,0518,0514,S,14,W,13,nan,X,11,G15,3.5E-02,11890,131109.2,nan,nan,2013-11-10 05:08:00
31777,131111,,1101,1130,1118,nan,nan,nan,nan,nan,M,24,G15,3.0E-02,nan,nan,nan,nan,2013-11-11 11:01:00
31777,131113,,1457,1541,1520,nan,nan,nan,nan,nan,M,14,G15,2.1E-02,nan,nan,nan,nan,2013-11-13 14:57:00
31777,131115,,0220,0233,0229,N,07,E,52,nan,M,10,G15,4.5E-03,11899,131118.9,nan,nan,2013-11-15 02:20:00
31777,131116,,0447,0457,0453,nan,nan,nan,nan,nan,M,12,G15,4.2E-03,nan,nan,nan,nan,2013-11-16 04:47:00
31777,131116,,0745,0753,0749,S,19,W,29,nan,M,16,G15,4.4E-03,11900,131114.1,nan,nan,2013-11-16 07:45:00
31777,131117,,0506,0513,0510,S,20,W,42,nan,M,10,G15,2.4E-03,11900,131114.0,nan,nan,2013-11-17 05:06:00
31777,131119,,1014,1034,1026,S,70,W,14,nan,X,10,G15,6.6E-02,11983,131118.1,nan,nan,2013-11-19 10:14:00
31777,131121,,1052,1142,1111,nan,nan,nan,nan,nan,M,12,G15,2.5E-02,nan,nan,nan,nan,2013-11-21 10:52:00
31777,131123,,0220,0249,0232,N,14,W,56,nan,M,11,G15,1.4E-02,11899,131118.8,nan,nan,2013-11-23 02:20:00
31777,131123,,1249,1305,1257,N,11,W,60,nan,M,10,G15,6.8E-03,11899,131119.0,nan,nan,2013-11-23 12:49:00
31777,131207,,0717,0749,0729,S,16,W,49,nan,M,12,G15,1.7E-02,11909,131203.5,nan,nan,2013-12-07 07:17:00
31777,131219,,2306,2326,2319,nan,nan,nan,nan,nan,M,35,G15,2.1E-02,nan,nan,nan,nan,2013-12-19 23:06:00
31777,131220,,1135,1207,1157,nan,nan,nan,nan,nan,M,16,G15,1.9E-02,nan,nan,nan,nan,2013-12-20 11:35:00
31777,131222,,0805,0818,0811,S,17,W,51,nan,M,19,G15,8.4E-03,11928,131218.4,nan,nan,2013-12-22 08:05:00
31777,131222,,0833,0841,0837,S,17,W,52,nan,M,11,G15,3.6E-03,11928,131218.4,nan,nan,2013-12-22 08:33:00
31777,131222,,1424,1448,1438,S,19,W,56,nan,M,16,G15,1.5E-02,11928,131218.3,nan,nan,2013-12-22 14:24:00
31777,131222,,1506,1519,1512,S,19,W,56,nan,M,33,G15,1.6E-02,11928,131218.3,nan,nan,2013-12-22 15:06:00
31777,131222,,2123,2213,2208,S,17,W,59,nan,M,16,G15,1.4E-02,11928,131218.4,nan,nan,2013-12-22 21:23:00
31777,131222,,2344,0005,0003,nan,nan,nan,nan,nan,M,13,G15,5.8E-03,nan,nan,nan,nan,2013-12-22 23:44:00
31777,131223,,0859,0909,0906,S,18,W,64,nan,M,16,G15,4.5E-03,11928,131218.5,nan,nan,2013-12-23 08:59:00
31777,131229,,0749,0800,0756,S,17,W,00,nan,M,31,G15,1.1E-02,11936,131229.3,nan,nan,2013-12-29 07:49:00
31777,131231,,2145,2220,2158,S,16,W,35,nan,M,64,G15,9.1E-02,11936,131229.2,nan,nan,2013-12-31 21:45:00
31777,140101,,1840,1903,1852,S,14,W,47,nan,M,99,G15,8.2E-02,11936,131229.2,nan,nan,2014-01-01 18:40:00
31777,140102,,0224,0256,0233,S,05,E,76,nan,M,17,G15,2.7E-02,11944,140107.7,nan,nan,2014-01-02 02:24:00
31777,140102,,2212,2222,2218,S,05,E,72,nan,M,12,G15,4.3E-03,11944,140108.3,nan,nan,2014-01-02 22:12:00
31777,140103,,1241,1254,1250,nan,nan,nan,nan,nan,M,10,G15,5.1E-03,nan,nan,nan,nan,2014-01-03 12:41:00
31777,140103,,2109,2119,2114,S,06,E,56,nan,M,11,G15,4.0E-03,11944,140108.0,nan,nan,2014-01-03 21:09:00
31777,140104,,1016,1041,1025,S,04,E,48,nan,M,13,G15,1.4E-02,11944,140108.0,nan,nan,2014-01-04 10:16:00
31777,140104,,1847,2023,1946,nan,nan,nan,nan,nan,M,40,G15,1.4E-01,nan,nan,nan,nan,2014-01-04 18:47:00
31777,140104,,2212,2322,2252,S,06,E,39,nan,M,19,G15,5.9E-02,11944,140107.8,nan,nan,2014-01-04 22:12:00
31777,140107,,0349,0356,0353,N,07,E,08,nan,M,10,G15,2.7E-03,11946,140107.7,nan,nan,2014-01-07 03:49:00
31777,140107,,1007,1037,1013,S,13,E,11,nan,M,72,G15,9.2E-02,11944,140108.2,nan,nan,2014-01-07 10:07:00
31777,140107,,1804,1858,1832,nan,nan,nan,nan,nan,X,12,G15,2.5E-01,nan,nan,nan,nan,2014-01-07 18:04:00
31777,140108,,0339,0354,0347,N,11,W,81,nan,M,36,G15,1.7E-02,11947,140102.0,nan,nan,2014-01-08 03:39:00
31777,140113,,2148,2153,2151,S,07,W,11,nan,M,13,G15,1.8E-03,11944,140113.0,nan,nan,2014-01-13 21:48:00
31777,140127,,0105,0139,0122,nan,nan,nan,nan,nan,M,10,G15,1.5E-02,nan,nan,nan,nan,2014-01-27 01:05:00
31777,140127,,0202,0218,0211,nan,nan,nan,nan,nan,M,11,G15,8.0E-03,nan,nan,nan,nan,2014-01-27 02:02:00
31777,140127,,2205,2215,2210,nan,nan,nan,nan,nan,M,49,G15,1.6E-02,nan,nan,nan,nan,2014-01-27 22:05:00
31777,140128,,0402,0413,0409,nan,nan,nan,nan,nan,M,15,G15,5.6E-03,nan,nan,nan,nan,2014-01-28 04:02:00
31777,140128,,0725,0734,0731,nan,nan,nan,nan,nan,M,36,G15,8.0E-03,nan,nan,nan,nan,2014-01-28 07:25:00
31777,140128,,1134,1141,1138,nan,nan,nan,nan,nan,M,14,G15,3.1E-03,nan,nan,nan,nan,2014-01-28 11:34:00
31777,140128,,1233,1250,1246,nan,nan,nan,nan,nan,M,13,G15,8.9E-03,nan,nan,nan,nan,2014-01-28 12:33:00
31777,140128,,1524,1528,1526,S,12,E,68,nan,M,35,G15,5.1E-03,11967,140202.7,nan,nan,2014-01-28 15:24:00
31777,140128,,1900,1946,1940,S,14,E,76,nan,M,49,G15,3.1E-02,11967,140203.5,nan,nan,2014-01-28 19:00:00
31777,140128,,2204,2220,2216,S,14,E,75,nan,M,26,G15,1.2E-02,11967,140203.5,nan,nan,2014-01-28 22:04:00
31777,140130,,0633,0644,0639,S,15,E,54,nan,M,21,G15,7.7E-03,11967,140203.3,nan,nan,2014-01-30 06:33:00
31777,140130,,0754,0841,0811,S,12,E,52,nan,M,11,G15,2.5E-02,11967,140203.2,nan,nan,2014-01-30 07:54:00
31777,140130,,1548,1628,1611,S,13,E,58,nan,M,66,G15,9.7E-02,11967,140204.0,nan,nan,2014-01-30 15:48:00
31777,140131,,1532,1553,1542,nan,nan,nan,nan,nan,M,11,G15,9.3E-03,nan,nan,nan,nan,2014-01-31 15:32:00
31777,140201,,0119,0138,0125,S,11,E,26,nan,M,10,G15,7.7E-03,11967,140203.0,nan,nan,2014-02-01 01:19:00
31777,140201,,0714,0736,0723,S,11,E,23,nan,M,30,G15,2.5E-02,11967,140203.0,nan,nan,2014-02-01 07:14:00
31777,140202,,0624,0637,0634,N,12,E,18,nan,M,26,G15,9.4E-03,11968,140203.6,nan,nan,2014-02-02 06:24:00
31777,140202,,0717,0829,0820,S,10,E,14,nan,M,22,G15,4.3E-02,11967,140203.3,nan,nan,2014-02-02 07:17:00
31777,140202,,0924,0936,0931,S,11,E,13,nan,M,44,G15,2.0E-02,11967,140203.3,nan,nan,2014-02-02 09:24:00
31777,140202,,1401,1409,1406,nan,nan,nan,nan,nan,M,13,G15,3.4E-03,nan,nan,nan,nan,2014-02-02 14:01:00
31777,140202,,1624,1636,1629,nan,nan,nan,nan,nan,M,10,G15,5.0E-03,nan,nan,nan,nan,2014-02-02 16:24:00
31777,140202,,1805,1818,1811,nan,nan,nan,nan,nan,M,31,G15,1.4E-02,nan,nan,nan,nan,2014-02-02 18:05:00
31777,140202,,2124,2214,2204,nan,nan,nan,nan,nan,M,13,G15,2.8E-02,nan,nan,nan,nan,2014-02-02 21:24:00
31777,140204,,0116,0131,0123,N,09,W,13,nan,M,38,G15,2.5E-02,11968,140203.0,nan,nan,2014-02-04 01:16:00
31777,140204,,0357,0406,0400,S,14,W,06,nan,M,52,G15,1.8E-02,11967,140203.7,nan,nan,2014-02-04 03:57:00
31777,140204,,0938,0958,0949,S,12,W,12,nan,M,14,G15,1.3E-02,11967,140203.4,nan,nan,2014-02-04 09:38:00
31777,140204,,1525,1649,1602,S,12,W,12,nan,M,15,G15,5.8E-02,11967,140203.7,nan,nan,2014-02-04 15:25:00
31777,140205,,1611,1642,1620,nan,nan,nan,nan,nan,M,13,G15,1.8E-02,nan,nan,nan,nan,2014-02-05 16:11:00
31777,140206,,2256,2310,2305,nan,nan,nan,nan,nan,M,15,G15,7.7E-03,nan,nan,nan,nan,2014-02-06 22:56:00
31777,140207,,0447,0504,0456,S,15,W,50,nan,M,20,G15,1.4E-02,11967,140203.4,nan,nan,2014-02-07 04:47:00
31777,140207,,1025,1031,1029,N,09,W,53,nan,M,19,G15,2.8E-03,11968,140203.4,nan,nan,2014-02-07 10:25:00
31777,140209,,1540,1652,1617,nan,nan,nan,nan,nan,M,10,G15,3.2E-02,nan,nan,nan,nan,2014-02-09 15:40:00
31777,140211,,0322,0339,0331,S,12,E,17,nan,M,17,G15,1.2E-02,11974,140212.4,nan,nan,2014-02-11 03:22:00
31777,140211,,1634,1710,1651,S,13,E,21,nan,M,18,G15,2.9E-02,11974,140213.2,nan,nan,2014-02-11 16:34:00
31777,140212,,0352,0438,0425,S,12,W,02,nan,M,37,G15,4.3E-02,11974,140212.0,nan,nan,2014-02-12 03:52:00
31777,140212,,0654,0704,0658,S,12,W,02,nan,M,23,G15,1.0E-02,11974,140212.0,nan,nan,2014-02-12 06:54:00
31777,140212,,1541,1615,1551,nan,nan,nan,nan,nan,M,21,G15,2.9E-02,nan,nan,nan,nan,2014-02-12 15:41:00
31777,140213,,0132,0150,0140,S,12,W,09,nan,M,18,G15,1.4E-02,11974,140212.3,nan,nan,2014-02-13 01:32:00
31777,140213,,0241,0304,0251,S,12,W,09,nan,M,10,G15,1.1E-02,11974,140212.3,nan,nan,2014-02-13 02:41:00
31777,140213,,0549,0613,0607,nan,nan,nan,nan,nan,M,17,G15,9.6E-03,nan,nan,nan,nan,2014-02-13 05:49:00
31777,140213,,0805,0819,0812,S,12,W,13,nan,M,10,G15,5.1E-03,11974,140212.3,nan,nan,2014-02-13 08:05:00
31777,140213,,1545,1606,1557,S,13,W,24,nan,M,14,G15,1.2E-02,11974,140211.8,nan,nan,2014-02-13 15:45:00
31777,140214,,0240,0310,0257,S,12,W,25,nan,M,23,G15,2.4E-02,11974,140212.2,nan,nan,2014-02-14 02:40:00
31777,140214,,1229,1245,1240,S,15,W,36,nan,M,16,G15,8.1E-03,11974,140211.8,nan,nan,2014-02-14 12:29:00
31777,140214,,1321,1339,1328,nan,nan,nan,nan,nan,M,11,G15,8.4E-03,nan,nan,nan,nan,2014-02-14 13:21:00
31777,140214,,1633,1642,1639,S,13,W,32,nan,M,10,G15,3.1E-03,11974,140212.2,nan,nan,2014-02-14 16:33:00
31777,140216,,0920,0929,0926,S,11,E,01,nan,M,12,G15,3.4E-03,11977,140216.4,nan,nan,2014-02-16 09:20:00
31777,140220,,0726,0825,0756,S,11,E,43,nan,M,30,G15,6.3E-02,11982,140223.5,nan,nan,2014-02-20 07:26:00
31777,140223,,0550,0636,0610,nan,nan,nan,nan,nan,M,11,G15,2.2E-02,nan,nan,nan,nan,2014-02-23 05:50:00
31777,140224,,1103,1142,1117,N,00,E,00,nan,M,12,G15,1.9E-02,nan,140224.4,nan,nan,2014-02-24 11:03:00
31777,140224,,1200,1210,1205,nan,nan,nan,nan,nan,M,13,G15,5.2E-03,nan,nan,nan,nan,2014-02-24 12:00:00
31777,140225,,0039,0103,0049,S,12,E,82,nan,X,49,G15,4.3E-01,11990,140303.2,nan,nan,2014-02-25 00:39:00
31777,140226,,1452,1510,1501,S,21,E,70,nan,M,11,G15,7.4E-03,11991,140303.9,nan,nan,2014-02-26 14:52:00
31777,140228,,0044,0050,0048,S,24,E,53,nan,M,11,G15,1.9E-03,11991,140304.1,nan,nan,2014-02-28 00:44:00
31777,140301,,1318,1340,1333,nan,nan,nan,nan,nan,M,11,G15,1.1E-02,nan,nan,nan,nan,2014-03-01 13:18:00
31777,140302,,2311,2326,2319,N,15,W,74,nan,M,11,G15,5.9E-03,11986,140225.3,nan,nan,2014-03-02 23:11:00
31777,140303,,1554,1601,1558,N,05,W,36,nan,M,13,G15,2.6E-03,11989,140228.9,nan,nan,2014-03-03 15:54:00
31777,140305,,0206,0212,0210,S,28,W,08,nan,M,10,G15,2.0E-03,11991,140304.4,nan,nan,2014-03-05 02:06:00
31777,140308,,2326,2350,2341,nan,nan,nan,nan,nan,M,14,G15,1.1E-02,nan,nan,nan,nan,2014-03-08 23:26:00
31777,140309,,1352,1405,1358,S,17,E,58,nan,M,10,G15,5.5E-03,12002,140313.9,nan,nan,2014-03-09 13:52:00
31777,140309,,2013,2035,2028,S,19,E,54,nan,M,10,G15,9.2E-03,12002,140313.9,nan,nan,2014-03-09 20:13:00
31777,140310,,0019,0033,0026,S,19,E,52,nan,M,12,G15,5.9E-03,12002,140313.9,nan,nan,2014-03-10 00:19:00
31777,140310,,0402,0413,0408,nan,nan,nan,nan,nan,M,10,G15,3.8E-03,nan,nan,nan,nan,2014-03-10 04:02:00
31777,140310,,1521,1532,1528,S,20,E,43,nan,M,17,G15,6.9E-03,12002,140313.9,nan,nan,2014-03-10 15:21:00
31777,140310,,2245,2312,2300,N,14,W,51,nan,M,14,G15,1.6E-02,11996,140307.1,nan,nan,2014-03-10 22:45:00
31777,140311,,0344,0356,0350,N,13,W,55,nan,M,35,G15,1.3E-02,11996,140307.0,nan,nan,2014-03-11 03:44:00
31777,140311,,1158,1214,1207,nan,nan,nan,nan,nan,M,17,G15,1.0E-02,nan,nan,nan,nan,2014-03-11 11:58:00
31777,140312,,1055,1111,1105,N,13,W,69,nan,M,25,G15,1.2E-02,11996,140307.2,nan,nan,2014-03-12 10:55:00
31777,140312,,2228,2239,2234,N,15,W,78,nan,M,93,G15,3.1E-02,11996,140307.0,nan,nan,2014-03-12 22:28:00
31777,140313,,1903,1930,1919,nan,nan,nan,nan,nan,M,13,G15,1.2E-02,nan,nan,nan,nan,2014-03-13 19:03:00
31777,140320,,0342,0408,0356,S,12,E,75,nan,M,17,G15,1.6E-02,12014,140325.8,nan,nan,2014-03-20 03:42:00
31777,140322,,0658,0705,0702,S,10,W,71,nan,M,11,G15,2.2E-03,12011,140316.9,nan,nan,2014-03-22 06:58:00
31777,140328,,1904,1927,1918,N,11,W,21,nan,M,20,G15,1.3E-02,12017,140327.2,nan,nan,2014-03-28 19:04:00
31777,140328,,2344,2358,2351,nan,nan,nan,nan,nan,M,26,G15,1.3E-02,nan,nan,nan,nan,2014-03-28 23:44:00
31777,140329,,1735,1754,1748,N,11,W,32,nan,X,10,G15,4.2E-02,12017,140327.3,nan,nan,2014-03-29 17:35:00
31777,140331,,0720,0818,0807,S,13,W,76,nan,M,14,G15,1.9E-02,12014,140325.6,nan,nan,2014-03-31 07:20:00
31777,140402,,1318,1428,1405,N,10,E,62,nan,M,65,G15,1.4E-01,12030,140407.2,nan,nan,2014-04-02 13:18:00
31777,140416,,1954,2004,1959,S,14,E,09,nan,M,10,G15,3.8E-03,12035,140417.5,nan,nan,2014-04-16 19:54:00
31777,140418,,1231,1320,1303,nan,nan,nan,nan,nan,M,73,G15,1.1E-01,nan,nan,nan,nan,2014-04-18 12:31:00
31777,140425,,0017,0038,0027,S,15,W,90,nan,X,13,G15,1.1E-01,12046,140418.2,nan,nan,2014-04-25 00:17:00
31777,140506,,0841,0921,0903,S,15,W,84,nan,M,18,G15,3.3E-02,12051,140430.0,nan,nan,2014-05-06 08:41:00
31777,140506,,2201,2220,2209,S,10,W,57,nan,M,10,G15,7.7E-03,12051,140502.6,nan,nan,2014-05-06 22:01:00
31777,140507,,1607,1703,1629,N,15,E,50,nan,M,12,G15,2.9E-02,12055,140511.4,nan,nan,2014-05-07 16:07:00
31777,140508,,0920,1018,1007,N,08,E,54,nan,M,53,G15,4.7E-02,12056,140512.4,nan,nan,2014-05-08 09:20:00
31777,140524,,1826,1844,1835,nan,nan,nan,nan,nan,M,13,G15,8.1E-03,nan,nan,nan,nan,2014-05-24 18:26:00
31777,140603,,0358,0417,0409,S,05,E,30,nan,M,14,G15,8.6E-03,12077,140605.4,nan,nan,2014-06-03 03:58:00
31777,140606,,1926,1933,1931,S,12,E,25,nan,M,14,G15,2.5E-03,12080,140608.6,nan,nan,2014-06-06 19:26:00
31777,140610,,1136,1144,1142,S,15,E,80,nan,X,22,G15,4.7E-02,nan,140616.5,nan,nan,2014-06-10 11:36:00
31777,140610,,1236,1303,1252,S,17,E,82,nan,X,15,G15,1.4E-01,nan,140616.7,nan,nan,2014-06-10 12:36:00
31777,140611,,0530,0536,0534,S,12,W,35,nan,M,18,G15,3.1E-03,12080,140608.5,nan,nan,2014-06-11 05:30:00
31777,140611,,0800,0815,0809,S,14,E,68,nan,M,30,G15,1.7E-02,12087,140616.4,nan,nan,2014-06-11 08:00:00
31777,140611,,0859,0910,0906,S,18,E,65,nan,X,10,G15,3.3E-02,12087,140616.3,nan,nan,2014-06-11 08:59:00
31777,140611,,2053,2110,2103,S,21,E,58,nan,M,39,G15,2.4E-02,12087,140616.3,nan,nan,2014-06-11 20:53:00
31777,140612,,0414,0426,0421,S,16,E,55,nan,M,20,G15,8.2E-03,12087,140616.3,nan,nan,2014-06-12 04:14:00
31777,140612,,0923,0942,0937,S,25,W,53,nan,M,18,G15,8.0E-03,12085,140608.2,nan,nan,2014-06-12 09:23:00
31777,140612,,1014,1027,1021,S,20,E,52,nan,M,27,G15,1.3E-02,12087,140616.4,nan,nan,2014-06-12 10:14:00
31777,140612,,1803,1823,1813,S,19,E,48,nan,M,13,G15,1.1E-02,12087,140616.4,nan,nan,2014-06-12 18:03:00
31777,140612,,1956,2005,2003,N,17,E,05,nan,M,11,G15,5.3E-04,12089,140613.2,nan,nan,2014-06-12 19:56:00
31777,140612,,2101,2119,2113,S,22,E,49,nan,M,10,G15,7.1E-03,12087,140616.6,nan,nan,2014-06-12 21:01:00
31777,140612,,2134,2252,2216,S,18,E,45,nan,M,31,G15,9.5E-02,12087,140616.3,nan,nan,2014-06-12 21:34:00
31777,140613,,0749,0759,0756,N,18,W,01,nan,M,26,G15,9.1E-03,12089,140613.2,nan,nan,2014-06-13 07:49:00
31777,140614,,1923,1934,1929,nan,nan,nan,nan,nan,M,14,G15,5.4E-03,nan,nan,nan,nan,2014-06-14 19:23:00
31777,140615,,1110,1150,1139,nan,nan,nan,nan,nan,M,11,G15,1.8E-02,nan,nan,nan,nan,2014-06-15 11:10:00
31777,140615,,2350,0017,0001,nan,nan,nan,nan,nan,M,10,G15,1.1E-02,nan,nan,nan,nan,2014-06-15 23:50:00
31777,140701,,1105,1159,1123,S,11,E,48,nan,M,14,G15,3.5E-02,12104,140705.0,nan,nan,2014-07-01 11:05:00
31777,140708,,1606,1630,1620,N,11,E,57,nan,M,65,G15,5.9E-02,12113,140712.9,nan,nan,2014-07-08 16:06:00
31777,140709,,0020,0033,0026,S,15,E,64,nan,M,12,G15,5.9E-03,12114,140713.8,nan,nan,2014-07-09 00:20:00
31777,140710,,2229,2237,2234,nan,nan,nan,nan,nan,M,15,G15,4.0E-03,nan,nan,nan,nan,2014-07-10 22:29:00
31777,140731,,1101,1121,1114,nan,nan,nan,nan,nan,M,25,G15,1.7E-02,nan,nan,nan,nan,2014-07-31 11:01:00
31777,140801,,1443,1457,1448,nan,nan,nan,nan,nan,M,20,G15,1.1E-02,nan,nan,nan,nan,2014-08-01 14:43:00
31777,140801,,1755,1848,1813,nan,nan,nan,nan,nan,M,15,G15,3.5E-02,nan,nan,nan,nan,2014-08-01 17:55:00
31777,140821,,1319,1342,1331,N,15,E,86,nan,M,34,G15,2.6E-02,nan,140828.0,nan,nan,2014-08-21 13:19:00
31777,140822,,0618,0634,0628,N,12,E,73,nan,M,12,G15,7.3E-03,12149,140827.7,nan,nan,2014-08-22 06:18:00
31777,140824,,1200,1225,1217,S,07,E,75,nan,M,59,G15,3.9E-02,12151,140830.1,nan,nan,2014-08-24 12:00:00
31777,140825,,1446,1531,1511,N,05,W,36,nan,M,20,G15,3.2E-02,12146,140822.9,nan,nan,2014-08-25 14:46:00
31777,140825,,2006,2029,2021,nan,nan,nan,nan,nan,M,39,G15,3.0E-02,nan,nan,nan,nan,2014-08-25 20:06:00
31777,140903,,1320,1423,1354,S,14,W,18,nan,M,25,G15,6.6E-02,12152,140902.2,nan,nan,2014-09-03 13:20:00
31777,140906,,1650,1722,1709,S,14,E,53,nan,M,11,G15,1.5E-02,12157,140910.7,nan,nan,2014-09-06 16:50:00
31777,140908,,2312,0131,0029,nan,nan,nan,nan,nan,M,45,G15,2.2E-01,nan,nan,nan,nan,2014-09-08 23:12:00
31777,140910,,1721,1820,1745,N,14,E,02,nan,X,16,G15,3.8E-01,12158,140910.8,nan,nan,2014-09-10 17:21:00
31777,140911,,1520,1531,1526,nan,nan,nan,nan,nan,M,21,G15,8.6E-03,nan,nan,nan,nan,2014-09-11 15:20:00
31777,140911,,2101,2130,2126,nan,nan,nan,nan,nan,M,14,G15,7.0E-03,nan,nan,nan,nan,2014-09-11 21:01:00
31777,140914,,0203,0236,0216,N,14,E,61,nan,M,15,G15,2.2E-02,12166,140918.7,nan,nan,2014-09-14 02:03:00
31777,140923,,2303,2328,2316,S,14,E,33,nan,M,23,G15,2.2E-02,12173,140926.4,nan,nan,2014-09-23 23:03:00
31777,140928,,0239,0319,0258,N,16,W,38,nan,M,51,G15,7.9E-02,12175,140925.2,nan,nan,2014-09-28 02:39:00
31777,140928,,1634,1800,1733,S,15,W,27,nan,M,10,G15,2.9E-02,12172,140926.7,nan,nan,2014-09-28 16:34:00
31777,141002,,1710,1815,1744,S,18,W,76,nan,M,15,G15,3.8E-02,12172,140926.9,nan,nan,2014-10-02 17:10:00
31777,141002,,1849,1914,1901,S,17,W,82,nan,M,73,G15,7.4E-02,12173,140926.5,nan,nan,2014-10-02 18:49:00
31777,141009,,0130,0147,0143,S,15,W,45,nan,M,13,G15,4.6E-03,12182,141005.6,nan,nan,2014-10-09 01:30:00
31777,141009,,0154,0202,0158,S,15,W,45,nan,M,14,G15,4.4E-03,12182,141005.6,nan,nan,2014-10-09 01:54:00
31777,141009,,0648,0706,0659,S,18,W,46,nan,M,12,G15,7.6E-03,12182,141005.7,nan,nan,2014-10-09 06:48:00
31777,141014,,1821,1846,1837,nan,nan,nan,nan,nan,M,11,G15,9.7E-03,nan,nan,nan,nan,2014-10-14 18:21:00
31777,141014,,1907,0019,2121,nan,nan,nan,nan,nan,M,22,G15,3.1E-01,nan,nan,nan,nan,2014-10-14 19:07:00
31777,141016,,1258,1305,1303,nan,nan,nan,nan,nan,M,43,G15,8.2E-03,nan,nan,nan,nan,2014-10-16 12:58:00
31777,141018,,0702,0849,0758,S,13,E,71,nan,M,16,G15,6.6E-02,12192,141023.6,nan,nan,2014-10-18 07:02:00
31777,141019,,0417,0548,0503,S,10,E,58,nan,X,11,G15,3.9E-01,12192,141023.5,nan,nan,2014-10-19 04:17:00
31777,141020,,0900,0920,0911,S,14,E,42,nan,M,39,G15,2.8E-02,12192,141023.5,nan,nan,2014-10-20 09:00:00
31777,141020,,1600,1655,1637,S,14,E,37,nan,M,45,G15,9.9E-02,12192,141023.6,nan,nan,2014-10-20 16:00:00
31777,141020,,1855,1904,1902,S,14,E,37,nan,M,14,G15,5.2E-03,12192,141023.6,nan,nan,2014-10-20 18:55:00
31777,141020,,1953,2013,2004,S,14,E,37,nan,M,17,G15,1.5E-02,12192,141023.6,nan,nan,2014-10-20 19:53:00
31777,141020,,2243,2313,2255,nan,nan,nan,nan,nan,M,12,G15,1.7E-02,nan,nan,nan,nan,2014-10-20 22:43:00
31777,141021,,1335,1340,1338,nan,nan,nan,nan,nan,M,12,G15,1.4E-03,nan,nan,nan,nan,2014-10-21 13:35:00
31777,141022,,0116,0228,0159,nan,nan,nan,nan,nan,M,87,G15,2.1E-01,nan,nan,nan,nan,2014-10-22 01:16:00
31777,141022,,0511,0521,0517,nan,nan,nan,nan,nan,M,27,G15,1.0E-02,nan,nan,nan,nan,2014-10-22 05:11:00
31777,141022,,1402,1450,1428,S,14,E,13,nan,X,16,G15,3.4E-01,12192,141023.5,nan,nan,2014-10-22 14:02:00
31777,141022,,1551,1603,1557,S,14,E,13,nan,M,14,G15,7.5E-03,12192,141023.5,nan,nan,2014-10-22 15:51:00
